League;Season;Home Team;Away Team;Home Goals;Away Goals;Winner;Home Points;Away Point
Primera Liga de Japón;2021-2022;Yokohama Marinos;Shonan;3;0;1;3;0
Primera Liga de Japón;2021-2022;Kawasaki;Hiroshima;4;0;1;3;0
Primera Liga de Japón;2021-2022;Gamba;Tokyo;0;0;X;1;1
Primera Liga de Japón;2021-2022;Kobe;Nagoya;0;0;X;1;1
Primera Liga de Japón;2021-2022;Shimizu;Shonan;1;1;X;1;1
Primera Liga de Japón;2021-2022;Yokohama Marinos;Avispa F;1;0;1;3;0
Primera Liga de Japón;2021-2022;Kyoto Sanga;Kashima;1;1;X;1;1
Primera Liga de Japón;2021-2022;Urawa;Kashiwa;4;1;1;3;0
Primera Liga de Japón;2021-2022;Cerezo;Tosu;2;1;1;3;0
Primera Liga de Japón;2021-2022;Sapporo;Jubilo I;4;0;1;3;0
Primera Liga de Japón;2021-2022;Nagoya;Kawasaki;1;1;X;1;1
Primera Liga de Japón;2021-2022;Kobe;Tokyo;2;1;1;3;0
Primera Liga de Japón;2021-2022;Kyoto Sanga;Yokohama Marinos;1;2;2;0;3
Primera Liga de Japón;2021-2022;Urawa;Cerezo;0;1;2;0;3
Primera Liga de Japón;2021-2022;Tosu;Kashima;1;1;X;1;1
Primera Liga de Japón;2021-2022;Jubilo I;Cerezo;2;2;X;1;1
Primera Liga de Japón;2021-2022;Shonan;Urawa;0;0;X;1;1
Primera Liga de Japón;2021-2022;Nagoya;Hiroshima;0;0;X;1;1
Primera Liga de Japón;2021-2022;Avispa F;Shimizu;3;2;1;3;0
Primera Liga de Japón;2021-2022;Kashiwa;Kawasaki;1;1;X;1;1
Primera Liga de Japón;2021-2022;Tokyo;Kyoto Sanga;2;0;1;3;0
Primera Liga de Japón;2021-2022;Kobe;Gamba;2;1;1;3;0
Primera Liga de Japón;2021-2022;Yokohama Marinos;Sapporo;0;0;X;1;1
Primera Liga de Japón;2021-2022;Hiroshima;Urawa;4;1;1;3;0
Primera Liga de Japón;2021-2022;Kashima;Tokyo;0;1;2;0;3
Primera Liga de Japón;2021-2022;Gamba;Kashiwa;0;0;X;1;1
Primera Liga de Japón;2021-2022;Nagoya;Yokohama Marinos;0;4;2;0;3
Primera Liga de Japón;2021-2022;Cerezo;Shonan;1;1;X;1;1
Primera Liga de Japón;2021-2022;Avispa F;Kobe;0;1;2;0;3
Primera Liga de Japón;2021-2022;Tosu;Kyoto Sanga;0;1;2;0;3
Primera Liga de Japón;2021-2022;Sapporo;Kawasaki;4;3;1;3;0
Primera Liga de Japón;2021-2022;Jubilo I;Kashima;3;3;X;1;1
Primera Liga de Japón;2021-2022;Tokyo;Shonan;0;2;2;0;3
Primera Liga de Japón;2021-2022;Kawasaki;Shimizu;3;2;1;3;0
Primera Liga de Japón;2021-2022;Kobe;Hiroshima;4;0;1;3;0
Primera Liga de Japón;2021-2022;Yokohama Marinos;Gamba;0;2;2;0;3
Primera Liga de Japón;2021-2022;Kyoto Sanga;Nagoya;1;1;X;1;1
Primera Liga de Japón;2021-2022;Urawa;Tosu;2;1;1;3;0
Primera Liga de Japón;2021-2022;Kashiwa;Cerezo;0;0;X;1;1
Primera Liga de Japón;2021-2022;Sapporo;Avispa F;1;2;2;0;3
Primera Liga de Japón;2021-2022;Tokyo;Cerezo;4;0;1;3;0
Primera Liga de Japón;2021-2022;Kawasaki;Kyoto Sanga;3;1;1;3;0
Primera Liga de Japón;2021-2022;Kobe;Shonan;1;0;1;3;0
Primera Liga de Japón;2021-2022;Yokohama Marinos;Jubilo I;0;1;2;0;3
Primera Liga de Japón;2021-2022;Urawa;Sapporo;1;1;X;1;1
Primera Liga de Japón;2021-2022;Shimizu;Jubilo I;1;1;X;1;1
Primera Liga de Japón;2021-2022;Shonan;Tosu;3;0;1;3;0
Primera Liga de Japón;2021-2022;Hiroshima;Sapporo;1;2;2;0;3
Primera Liga de Japón;2021-2022;Kawasaki;Kobe;2;1;1;3;0
Primera Liga de Japón;2021-2022;Gamba;Jubilo I;2;0;1;3;0
Primera Liga de Japón;2021-2022;Shimizu;Kashima;0;1;2;0;3
Primera Liga de Japón;2021-2022;Yokohama Marinos;Urawa;4;1;1;3;0
Primera Liga de Japón;2021-2022;Nagoya;Tokyo;2;1;1;3;0
Primera Liga de Japón;2021-2022;Kyoto Sanga;Cerezo;0;0;X;1;1
Primera Liga de Japón;2021-2022;Avispa F;Kashiwa;2;1;1;3;0
Primera Liga de Japón;2021-2022;Jubilo I;Kyoto Sanga;0;0;X;1;1
Primera Liga de Japón;2021-2022;Tokyo;Kawasaki;2;3;2;0;3
Primera Liga de Japón;2021-2022;Kashima;Gamba;0;0;X;1;1
Primera Liga de Japón;2021-2022;Kobe;Yokohama Marinos;1;3;2;0;3
Primera Liga de Japón;2021-2022;Urawa;Avispa F;1;1;X;1;1
Primera Liga de Japón;2021-2022;Cerezo;Nagoya;0;1;2;0;3
Primera Liga de Japón;2021-2022;Kashiwa;Shonan;1;2;2;0;3
Primera Liga de Japón;2021-2022;Tosu;Hiroshima;2;2;X;1;1
Primera Liga de Japón;2021-2022;Sapporo;Shimizu;4;3;1;3;0
Primera Liga de Japón;2022-2023;Kawasaki;Yokohama Marinos;1;2;2;0;3
Primera Liga de Japón;2022-2023;Hiroshima;Sapporo;0;0;X;1;1
Primera Liga de Japón;2022-2023;Tokyo;Urawa;2;0;1;3;0
Primera Liga de Japón;2022-2023;Kobe;Avispa F;1;0;1;3;0
Primera Liga de Japón;2022-2023;Kyoto Sanga;Kashima;0;2;2;0;3
Primera Liga de Japón;2022-2023;Cerezo;Niigata;2;2;X;1;1
Primera Liga de Japón;2022-2023;Kashiwa;Gamba;2;2;X;1;1
Primera Liga de Japón;2022-2023;Tosu;Shonan;1;5;2;0;3
Primera Liga de Japón;2022-2023;Yokohama FC;Nagoya;0;1;2;0;3
Primera Liga de Japón;2022-2023;Shonan;Yokohama FC;2;2;X;1;1
Primera Liga de Japón;2022-2023;Kashima;Kawasaki;1;2;2;0;3
Primera Liga de Japón;2022-2023;Gamba;Tosu;1;1;X;1;1
Primera Liga de Japón;2022-2023;Yokohama Marinos;Urawa;2;0;1;3;0
Primera Liga de Japón;2022-2023;Nagoya;Kyoto Sanga;1;0;1;3;0
Primera Liga de Japón;2022-2023;Avispa F;Cerezo;2;1;1;3;0
Primera Liga de Japón;2022-2023;Sapporo;Kobe;1;3;2;0;3
Primera Liga de Japón;2022-2023;Hiroshima;Niigata;1;2;2;0;3
Primera Liga de Japón;2022-2023;Kashiwa;Tokyo;1;1;X;1;1
Primera Liga de Japón;2022-2023;Yokohama Marinos;Hiroshima;1;1;X;1;1
Primera Liga de Japón;2022-2023;Kawasaki;Shonan;1;1;X;1;1
Primera Liga de Japón;2022-2023;Kobe;Gamba;4;0;1;3;0
Primera Liga de Japón;2022-2023;Niigata;Sapporo;2;2;X;1;1
Primera Liga de Japón;2022-2023;Kyoto Sanga;Tokyo;2;0;1;3;0
Primera Liga de Japón;2022-2023;Urawa;Cerezo;2;1;1;3;0
Primera Liga de Japón;2022-2023;Avispa F;Kashiwa;1;0;1;3;0
Primera Liga de Japón;2022-2023;Tosu;Nagoya;1;0;1;3;0
Primera Liga de Japón;2022-2023;Yokohama FC;Kashima;1;3;2;0;3
Primera Liga de Japón;2022-2023;Kobe;Urawa;0;1;2;0;3
Primera Liga de Japón;2022-2023;Niigata;Kawasaki;1;0;1;3;0
Primera Liga de Japón;2022-2023;Shonan;Kyoto Sanga;0;2;2;0;3
Primera Liga de Japón;2022-2023;Tokyo;Yokohama FC;3;1;1;3;0
Primera Liga de Japón;2022-2023;Kashima;Avispa F;0;0;X;1;1
Primera Liga de Japón;2022-2023;Gamba;Hiroshima;1;2;2;0;3
Primera Liga de Japón;2022-2023;Cerezo;Tosu;2;1;1;3;0
Primera Liga de Japón;2022-2023;Kashiwa;Nagoya;0;3;2;0;3
Primera Liga de Japón;2022-2023;Sapporo;Yokohama Marinos;2;0;1;3;0
Primera Liga de Japón;2022-2023;Kawasaki;Cerezo;0;0;X;1;1
Primera Liga de Japón;2022-2023;Gamba;Sapporo;2;2;X;1;1
Primera Liga de Japón;2022-2023;Yokohama Marinos;Kashima;2;1;1;3;0
Primera Liga de Japón;2022-2023;Nagoya;Tokyo;0;0;X;1;1
Primera Liga de Japón;2022-2023;Urawa;Niigata;2;1;1;3;0
Primera Liga de Japón;2022-2023;Tosu;Kobe;0;1;2;0;3
Primera Liga de Japón;2022-2023;Yokohama FC;Kyoto Sanga;1;4;2;0;3
Primera Liga de Japón;2022-2023;Hiroshima;Kashiwa;1;0;1;3;0
Primera Liga de Japón;2022-2023;Avispa F;Shonan;2;1;1;3;0
Primera Liga de Japón;2022-2023;Kashiwa;Urawa;0;3;2;0;3
Primera Liga de Japón;2022-2023;Shonan;Gamba;4;1;1;3;0
Primera Liga de Japón;2022-2023;Kashima;Hiroshima;1;2;2;0;3
Primera Liga de Japón;2022-2023;Niigata;Nagoya;1;3;2;0;3
Primera Liga de Japón;2022-2023;Kyoto Sanga;Kobe;0;3;2;0;3
Primera Liga de Japón;2022-2023;Cerezo;Yokohama Marinos;2;1;1;3;0
Primera Liga de Japón;2022-2023;Tosu;Tokyo;1;0;1;3;0
Primera Liga de Japón;2022-2023;Yokohama FC;Avispa F;1;1;X;1;1
Primera Liga de Japón;2022-2023;Sapporo;Kawasaki;3;4;2;0;3
Primera Liga de Japón;2022-2023;Yokohama Marinos;Yokohama FC;5;0;1;3;0
Primera Liga de Japón;2022-2023;Hiroshima;Tosu;1;0;1;3;0
Primera Liga de Japón;2022-2023;Tokyo;Shonan;2;2;X;1;1
Primera Liga de Japón;2022-2023;Gamba;Kawasaki;2;0;1;3;0
Primera Liga de Japón;2022-2023;Kobe;Niigata;0;0;X;1;1
Primera Liga de Japón;2022-2023;Nagoya;Urawa;0;0;X;1;1
Primera Liga de Japón;2022-2023;Cerezo;Sapporo;2;3;2;0;3
Primera Liga de Japón;2022-2023;Avispa F;Kyoto Sanga;2;1;1;3;0
Primera Liga de Japón;2022-2023;Kashiwa;Kashima;1;0;1;3;0
Primera Liga de Japón;2022-2023;Shonan;Yokohama Marinos;1;1;X;1;1
Primera Liga de Japón;2022-2023;Tokyo;Cerezo;1;2;2;0;3
Primera Liga de Japón;2022-2023;Kashima;Kobe;1;5;2;0;3
Primera Liga de Japón;2022-2023;Kawasaki;Nagoya;1;2;2;0;3
Primera Liga de Japón;2022-2023;Niigata;Avispa F;3;2;1;3;0
Primera Liga de Japón;2022-2023;Kyoto Sanga;Gamba;2;1;1;3;0
Primera Liga de Japón;2022-2023;Urawa;Sapporo;4;1;1;3;0
Primera Liga de Japón;2022-2023;Tosu;Kashiwa;1;1;X;1;1
Primera Liga de Japón;2022-2023;Yokohama FC;Hiroshima;0;3;2;0;3
Primera Liga de Japón;2022-2023;Hiroshima;Tokyo;1;2;2;0;3
Primera Liga de Japón;2022-2023;Kobe;Yokohama Marinos;2;3;2;0;3
Primera Liga de Japón;2022-2023;Kawasaki;Urawa;1;1;X;1;1
Primera Liga de Japón;2022-2023;Gamba;Yokohama FC;1;1;X;1;1
Primera Liga de Japón;2022-2023;Niigata;Kashima;0;2;2;0;3
Primera Liga de Japón;2022-2023;Nagoya;Shonan;2;2;X;1;1
Primera Liga de Japón;2022-2023;Kyoto Sanga;Tosu;2;3;2;0;3
Primera Liga de Japón;2022-2023;Cerezo;Kashiwa;1;0;1;3;0
Primera Liga de Japón;2022-2023;Sapporo;Avispa F;2;2;X;1;1
Primera Liga de Japón;2022-2023;Tokyo;Niigata;2;1;1;3;0
Primera Liga de Japón;2022-2023;Kashima;Gamba;4;0;1;3;0
Primera Liga de Japón;2022-2023;Kobe;Shonan;2;0;1;3;0
Primera Liga de Japón;2022-2023;Yokohama Marinos;Nagoya;1;1;X;1;1
Primera Liga de Japón;2022-2023;Cerezo;Hiroshima;0;1;2;0;3
Primera Liga de Japón;2022-2023;Avispa F;Kawasaki;1;3;2;0;3
Primera Liga de Japón;2022-2023;Kashiwa;Kyoto Sanga;1;1;X;1;1
Primera Liga de Japón;2022-2023;Yokohama FC;Sapporo;1;4;2;0;3
Primera Liga de Japón;2022-2023;Shonan;Kashiwa;1;2;2;0;3
Primera Liga de Japón;2022-2023;Gamba;Cerezo;1;2;2;0;3
Primera Liga de Japón;2022-2023;Nagoya;Kobe;2;2;X;1;1
Primera Liga de Japón;2022-2023;Kyoto Sanga;Kawasaki;0;1;2;0;3
Primera Liga de Japón;2022-2023;Avispa F;Tokyo;1;0;1;3;0
Primera Liga de Japón;2022-2023;Tosu;Yokohama Marinos;1;3;2;0;3
Primera Liga de Japón;2022-2023;Yokohama FC;Niigata;1;0;1;3;0
Primera Liga de Japón;2022-2023;Sapporo;Kashima;0;1;2;0;3
Primera Liga de Japón;2022-2023;Nagoya;Gamba;1;0;1;3;0
Primera Liga de Japón;2022-2023;Sapporo;Tokyo;5;1;1;3;0
Primera Liga de Japón;2022-2023;Hiroshima;Avispa F;3;1;1;3;0
Primera Liga de Japón;2022-2023;Kawasaki;Tosu;1;0;1;3;0
Primera Liga de Japón;2022-2023;Kobe;Yokohama FC;3;0;1;3;0
Primera Liga de Japón;2022-2023;Niigata;Kashiwa;0;0;X;1;1
Primera Liga de Japón;2022-2023;Yokohama Marinos;Kyoto Sanga;4;1;1;3;0
Primera Liga de Japón;2022-2023;Cerezo;Kashima;0;1;2;0;3
Primera Liga de Japón;2022-2023;Urawa;Tosu;0;2;2;0;3
Primera Liga de Japón;2022-2023;Tokyo;Kawasaki;2;1;1;3;0
Primera Liga de Japón;2022-2023;Shonan;Sapporo;2;4;2;0;3
Primera Liga de Japón;2022-2023;Kobe;Hiroshima;2;0;1;3;0
Primera Liga de Japón;2022-2023;Kashiwa;Yokohama FC;0;1;2;0;3
Primera Liga de Japón;2022-2023;Kashima;Nagoya;2;0;1;3;0
Primera Liga de Japón;2022-2023;Niigata;Yokohama Marinos;2;1;1;3;0
Primera Liga de Japón;2022-2023;Kyoto Sanga;Cerezo;0;1;2;0;3
Primera Liga de Japón;2022-2023;Urawa;Gamba;3;1;1;3;0
Primera Liga de Japón;2022-2023;Avispa F;Tosu;0;0;X;1;1
Primera Liga de Japón;2022-2023;Sapporo;Kyoto Sanga;2;1;1;3;0
Primera Liga de Japón;2022-2023;Shonan;Cerezo;0;2;2;0;3
Primera Liga de Japón;2022-2023;Kashima;Tokyo;1;1;X;1;1
Primera Liga de Japón;2022-2023;Gamba;Yokohama Marinos;0;2;2;0;3
Primera Liga de Japón;2022-2023;Nagoya;Hiroshima;2;1;1;3;0
Primera Liga de Japón;2022-2023;Avispa F;Urawa;0;0;X;1;1
Primera Liga de Japón;2022-2023;Kashiwa;Kobe;1;1;X;1;1
Primera Liga de Japón;2022-2023;Tosu;Niigata;2;0;1;3;0
Primera Liga de Japón;2022-2023;Yokohama FC;Kawasaki;2;1;1;3;0
Primera Liga de Japón;2022-2023;Hiroshima;Shonan;1;0;1;3;0
Primera Liga de Japón;2022-2023;Kobe;Tokyo;3;2;1;3;0
Primera Liga de Japón;2022-2023;Kyoto Sanga;Urawa;0;2;2;0;3
Primera Liga de Japón;2022-2023;Tosu;Kashima;2;2;X;1;1
Primera Liga de Japón;2022-2023;Sapporo;Nagoya;1;2;2;0;3
Primera Liga de Japón;2022-2023;Kawasaki;Kashiwa;2;0;1;3;0
Primera Liga de Japón;2022-2023;Niigata;Gamba;1;3;2;0;3
Primera Liga de Japón;2022-2023;Yokohama Marinos;Avispa F;2;0;1;3;0
Primera Liga de Japón;2022-2023;Cerezo;Yokohama FC;2;0;1;3;0
Primera Liga de Japón;2022-2023;Urawa;Hiroshima;2;1;1;3;0
Primera Liga de Japón;2022-2023;Shonan;Niigata;2;2;X;1;1
Primera Liga de Japón;2022-2023;Tokyo;Yokohama Marinos;2;3;2;0;3
Primera Liga de Japón;2022-2023;Nagoya;Cerezo;3;1;1;3;0
Primera Liga de Japón;2022-2023;Avispa F;Gamba;1;2;2;0;3
Primera Liga de Japón;2022-2023;Kashiwa;Sapporo;4;5;2;0;3
Primera Liga de Japón;2022-2023;Yokohama FC;Tosu;1;2;2;0;3
Primera Liga de Japón;2022-2023;Hiroshima;Kyoto Sanga;3;1;1;3;0
Primera Liga de Japón;2022-2023;Urawa;Kashima;0;0;X;1;1
Primera Liga de Japón;2022-2023;Yokohama Marinos;Kashiwa;4;3;1;3;0
Primera Liga de Japón;2022-2023;Cerezo;Kobe;2;1;1;3;0
Primera Liga de Japón;2022-2023;Tosu;Sapporo;1;1;X;1;1
Primera Liga de Japón;2022-2023;Kashima;Shonan;1;0;1;3;0
Primera Liga de Japón;2022-2023;Kawasaki;Hiroshima;1;0;1;3;0
Primera Liga de Japón;2022-2023;Gamba;Tokyo;3;1;1;3;0
Primera Liga de Japón;2022-2023;Niigata;Kyoto Sanga;1;3;2;0;3
Primera Liga de Japón;2022-2023;Nagoya;Avispa F;2;1;1;3;0
Primera Liga de Japón;2022-2023;Yokohama FC;Urawa;0;0;X;1;1
Major League Soccer;2022-2023;Nashville;New York City;2;0;1;3;0
Major League Soccer;2022-2023;Washington;Toronto;3;2;1;3;0
Major League Soccer;2022-2023;Philadelphia;Columbus;4;1;1;3;0
Major League Soccer;2022-2023;Vancouver;Salt Lake;1;2;2;0;3
Major League Soccer;2022-2023;Dallas;Minnesota;0;1;2;0;3
Major League Soccer;2022-2023;Orlando;New York;1;0;1;3;0
Major League Soccer;2022-2023;Atlanta Utd;San Jose;2;1;1;3;0
Major League Soccer;2022-2023;Cincinnati;Houston;2;1;1;3;0
Major League Soccer;2022-2023;Inter Miami;Montreal;2;0;1;3;0
Major League Soccer;2022-2023;Austin FC;St. Louis City;2;3;2;0;3
Major League Soccer;2022-2023;Charlotte;New England;0;1;2;0;3
Major League Soccer;2022-2023;Seattle;Colorado;4;0;1;3;0
Major League Soccer;2022-2023;Portland;Kansas City;1;0;1;3;0
Major League Soccer;2022-2023;Los Angeles;Portland;3;2;1;3;0
Major League Soccer;2022-2023;Dallas;LA Galaxy;3;1;1;3;0
Major League Soccer;2022-2023;Orlando;Cincinnati;0;0;X;1;1
Major League Soccer;2022-2023;Seattle;Salt Lake;2;0;1;3;0
Major League Soccer;2022-2023;Chicago;New York City;1;1;X;1;1
Major League Soccer;2022-2023;Columbus;Washington;2;0;1;3;0
Major League Soccer;2022-2023;New England;Houston;3;0;1;3;0
Major League Soccer;2022-2023;Colorado;Kansas City;0;0;X;1;1
Major League Soccer;2022-2023;New York;Nashville;0;0;X;1;1
Major League Soccer;2022-2023;San Jose;Vancouver;2;1;1;3;0
Major League Soccer;2022-2023;Atlanta Utd;Toronto;1;1;X;1;1
Major League Soccer;2022-2023;Inter Miami;Philadelphia;2;0;1;3;0
Major League Soccer;2022-2023;Austin FC;Montreal;1;0;1;3;0
Major League Soccer;2022-2023;St. Louis City;Charlotte;3;1;1;3;0
Major League Soccer;2022-2023;Vancouver;Dallas;1;1;X;1;1
Major League Soccer;2022-2023;Charlotte;Atlanta Utd;0;3;2;0;3
Major League Soccer;2022-2023;Washington;Orlando;1;1;X;1;1
Major League Soccer;2022-2023;Philadelphia;Chicago;1;0;1;3;0
Major League Soccer;2022-2023;Portland;St. Louis City;1;2;2;0;3
Major League Soccer;2022-2023;Kansas City;LA Galaxy;0;0;X;1;1
Major League Soccer;2022-2023;Salt Lake;Austin FC;1;2;2;0;3
Major League Soccer;2022-2023;New York City;Inter Miami;1;0;1;3;0
Major League Soccer;2022-2023;San Jose;Colorado;1;0;1;3;0
Major League Soccer;2022-2023;Toronto;Columbus;1;1;X;1;1
Major League Soccer;2022-2023;Minnesota;New York;1;1;X;1;1
Major League Soccer;2022-2023;Cincinnati;Seattle;1;0;1;3;0
Major League Soccer;2022-2023;Nashville;Montreal;2;0;1;3;0
Major League Soccer;2022-2023;Los Angeles;New England;4;0;1;3;0
Major League Soccer;2022-2023;Orlando;Charlotte;1;2;2;0;3
Major League Soccer;2022-2023;Seattle;Los Angeles;0;0;X;1;1
Major League Soccer;2022-2023;New York City;Washington;3;2;1;3;0
Major League Soccer;2022-2023;New England;Nashville;1;0;1;3;0
Major League Soccer;2022-2023;New York;Columbus;2;1;1;3;0
Major League Soccer;2022-2023;Montreal;Philadelphia;3;2;1;3;0
Major League Soccer;2022-2023;Toronto;Inter Miami;2;0;1;3;0
Major League Soccer;2022-2023;Atlanta Utd;Portland;5;1;1;3;0
Major League Soccer;2022-2023;LA Galaxy;Vancouver;1;1;X;1;1
Major League Soccer;2022-2023;Houston;Austin FC;2;0;1;3;0
Major League Soccer;2022-2023;Dallas;Kansas City;2;1;1;3;0
Major League Soccer;2022-2023;Chicago;Cincinnati;3;3;X;1;1
Major League Soccer;2022-2023;Colorado;Minnesota;1;2;2;0;3
Major League Soccer;2022-2023;St. Louis City;San Jose;3;0;1;3;0
Major League Soccer;2022-2023;Washington;New England;1;2;2;0;3
Major League Soccer;2022-2023;Philadelphia;Orlando;1;2;2;0;3
Major League Soccer;2022-2023;Portland;LA Galaxy;0;0;X;1;1
Major League Soccer;2022-2023;Columbus;Atlanta Utd;6;1;1;3;0
Major League Soccer;2022-2023;Inter Miami;Chicago;2;3;2;0;3
Major League Soccer;2022-2023;Charlotte;New York;1;1;X;1;1
Major League Soccer;2022-2023;Houston;New York City;1;0;1;3;0
Major League Soccer;2022-2023;Kansas City;Seattle;1;4;2;0;3
Major League Soccer;2022-2023;Salt Lake;St. Louis City;0;4;2;0;3
Major League Soccer;2022-2023;San Jose;Toronto;0;0;X;1;1
Major League Soccer;2022-2023;Minnesota;Vancouver;1;1;X;1;1
Major League Soccer;2022-2023;Los Angeles;Dallas;2;1;1;3;0
Major League Soccer;2022-2023;Nashville;Cincinnati;0;1;2;0;3
Major League Soccer;2022-2023;Austin FC;Colorado;1;1;X;1;1
Major League Soccer;2022-2023;LA Galaxy;Seattle;1;2;2;0;3
Major League Soccer;2022-2023;Philadelphia;Kansas City;0;0;X;1;1
Major League Soccer;2022-2023;Vancouver;Montreal;5;0;1;3;0
Major League Soccer;2022-2023;Dallas;Portland;1;1;X;1;1
Major League Soccer;2022-2023;Orlando;Nashville;0;2;2;0;3
Major League Soccer;2022-2023;Chicago;Washington;0;0;X;1;1
Major League Soccer;2022-2023;Columbus;Salt Lake;4;0;1;3;0
Major League Soccer;2022-2023;New England;New York City;1;1;X;1;1
Major League Soccer;2022-2023;Colorado;Los Angeles;0;0;X;1;1
Major League Soccer;2022-2023;San Jose;Houston;2;1;1;3;0
Major League Soccer;2022-2023;Toronto;Charlotte;2;2;X;1;1
Major League Soccer;2022-2023;Atlanta Utd;New York;1;0;1;3;0
Major League Soccer;2022-2023;Cincinnati;Inter Miami;1;0;1;3;0
Major League Soccer;2022-2023;St. Louis City;Minnesota;0;1;2;0;3
Major League Soccer;2022-2023;Washington;Columbus;0;2;2;0;3
Major League Soccer;2022-2023;Vancouver;Portland;1;0;1;3;0
Major League Soccer;2022-2023;Houston;LA Galaxy;3;0;1;3;0
Major League Soccer;2022-2023;Kansas City;Colorado;0;1;2;0;3
Major League Soccer;2022-2023;Seattle;St. Louis City;3;0;1;3;0
Major League Soccer;2022-2023;Chicago;Minnesota;2;1;1;3;0
Major League Soccer;2022-2023;Salt Lake;Charlotte;3;1;1;3;0
Major League Soccer;2022-2023;New York City;Atlanta Utd;1;1;X;1;1
Major League Soccer;2022-2023;New England;Montreal;4;0;1;3;0
Major League Soccer;2022-2023;New York;San Jose;1;1;X;1;1
Major League Soccer;2022-2023;Los Angeles;Austin FC;3;0;1;3;0
Major League Soccer;2022-2023;Cincinnati;Philadelphia;1;0;1;3;0
Major League Soccer;2022-2023;Nashville;Toronto;0;0;X;1;1
Major League Soccer;2022-2023;Inter Miami;Dallas;0;1;2;0;3
Major League Soccer;2022-2023;LA Galaxy;Los Angeles;2;3;2;0;3
Major League Soccer;2022-2023;Dallas;Salt Lake;2;1;1;3;0
Major League Soccer;2022-2023;Portland;Seattle;4;1;1;3;0
Major League Soccer;2022-2023;Chicago;Philadelphia;2;2;X;1;1
Major League Soccer;2022-2023;Columbus;New England;1;1;X;1;1
Major League Soccer;2022-2023;New York City;Nashville;2;1;1;3;0
Major League Soccer;2022-2023;New York;Houston;1;1;X;1;1
Major League Soccer;2022-2023;San Jose;Kansas City;3;0;1;3;0
Major League Soccer;2022-2023;Montreal;Washington;0;1;2;0;3
Major League Soccer;2022-2023;Toronto;Atlanta Utd;2;2;X;1;1
Major League Soccer;2022-2023;Minnesota;Orlando;1;2;2;0;3
Major League Soccer;2022-2023;Austin FC;Vancouver;0;0;X;1;1
Major League Soccer;2022-2023;Charlotte;Colorado;2;2;X;1;1
Major League Soccer;2022-2023;St. Louis City;Cincinnati;5;1;1;3;0
Major League Soccer;2022-2023;LA Galaxy;Austin FC;2;0;1;3;0
Major League Soccer;2022-2023;Philadelphia;Toronto;4;2;1;3;0
Major League Soccer;2022-2023;Houston;Inter Miami;1;0;1;3;0
Major League Soccer;2022-2023;Orlando;Washington;1;3;2;0;3
Major League Soccer;2022-2023;Seattle;Minnesota;1;0;1;3;0
Major League Soccer;2022-2023;Salt Lake;San Jose;3;1;1;3;0
Major League Soccer;2022-2023;New York City;Dallas;3;1;1;3;0
Major League Soccer;2022-2023;New England;Kansas City;2;1;1;3;0
Major League Soccer;2022-2023;Colorado;St. Louis City;1;1;X;1;1
Major League Soccer;2022-2023;Montreal;New York;2;0;1;3;0
Major League Soccer;2022-2023;Atlanta Utd;Chicago;2;1;1;3;0
Major League Soccer;2022-2023;Cincinnati;Portland;2;1;1;3;0
Major League Soccer;2022-2023;Nashville;Los Angeles;1;1;X;1;1
Major League Soccer;2022-2023;Charlotte;Columbus;1;0;1;3;0
Major League Soccer;2022-2023;Nashville;Atlanta Utd;3;1;1;3;0
Major League Soccer;2022-2023;Washington;Charlotte;3;0;1;3;0
Major League Soccer;2022-2023;Vancouver;Colorado;0;0;X;1;1
Major League Soccer;2022-2023;Orlando;LA Galaxy;2;0;1;3;0
Major League Soccer;2022-2023;Kansas City;Montreal;0;2;2;0;3
Major League Soccer;2022-2023;Chicago;New York;1;1;X;1;1
Major League Soccer;2022-2023;Columbus;Inter Miami;1;2;2;0;3
Major League Soccer;2022-2023;Salt Lake;Seattle;0;0;X;1;1
Major League Soccer;2022-2023;New England;Cincinnati;1;1;X;1;1
Major League Soccer;2022-2023;Toronto;New York City;1;0;1;3;0
Major League Soccer;2022-2023;Austin FC;San Jose;2;2;X;1;1
Major League Soccer;2022-2023;St. Louis City;Portland;1;2;2;0;3
Major League Soccer;2022-2023;Minnesota;Dallas;0;0;X;1;1
Major League Soccer;2022-2023;LA Galaxy;Colorado;1;3;2;0;3
Major League Soccer;2022-2023;Vancouver;Minnesota;3;2;1;3;0
Major League Soccer;2022-2023;Houston;Salt Lake;0;0;X;1;1
Major League Soccer;2022-2023;Portland;Austin FC;2;2;X;1;1
Major League Soccer;2022-2023;Seattle;Kansas City;1;2;2;0;3
Major League Soccer;2022-2023;New York;Philadelphia;0;1;2;0;3
Major League Soccer;2022-2023;San Jose;Los Angeles;2;1;1;3;0
Major League Soccer;2022-2023;Montreal;Orlando;2;0;1;3;0
Major League Soccer;2022-2023;Toronto;New England;0;2;2;0;3
Major League Soccer;2022-2023;Cincinnati;Washington;2;1;1;3;0
Major League Soccer;2022-2023;Nashville;Chicago;3;0;1;3;0
Major League Soccer;2022-2023;Inter Miami;Atlanta Utd;2;1;1;3;0
Major League Soccer;2022-2023;Charlotte;New York City;3;2;1;3;0
Major League Soccer;2022-2023;Chicago;St. Louis City;1;0;1;3;0
Major League Soccer;2022-2023;Washington;Nashville;1;1;X;1;1
Major League Soccer;2022-2023;Houston;Seattle;0;1;2;0;3
